Year,Year ending,Offence Subdivision,Offence Group,Offence Description,CSA Drug Type,Offence Count
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS MORE THAN 1 TYPE PRECURSOR CHEMICAL,Not Coded,3
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS PRECURSOR CHEM-MORE THAN PRESCR QTY,Not Coded,5
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,"POSSESS 1,4-BUTANEDIOL",Not Coded,65
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS 1-PHENYL-2-PROPANONE (BMK),Not Coded,1
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A CONTROLLED PRECURSOR,Not Coded,2
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A TABLET PRESS,Not Coded,10
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS AMMONIA,Not Coded,3
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EPHEDRINE,Not Coded,2
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EQUIPMENT FOR TRAFFICKING D.O.D,Not Coded,53
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS FORMAMIDE,Not Coded,2
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA BUTYROLACTONE,Not Coded,8
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA HYDROXYBUTANOIC ACID,Not Coded,116
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYPOPHOSPHOROUS ACID,Not Coded,8
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS IODINE,Not Coded,17
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LITHIUM,Not Coded,1
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LYSERGIC ACID,Not Coded,2
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MAGNESIUM,Not Coded,1
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MATERIAL FOR TRAFFICKING D.O.D,Not Coded,18
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURIC CHLORIDE,Not Coded,3
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURY,Not Coded,5
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS METHYLAMINE,Not Coded,13
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHENYLACETIC ACID,Not Coded,1
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHOROUS ACID,Not Coded,3
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHORUS,Not Coded,2
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PSEUDOEPHEDRINE,Not Coded,2
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SODIUM,Not Coded,7
2018,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SUBSTANCE FOR TRAFFICKING D.O.D,Not Coded,18
2018,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE AMPHETAMINE,Amphetamine,1
2018,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE CANNABIS,Cannabis,1
2018,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEPEND. (NOT NAMED),Not Recorded,4
2018,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE HEROIN,Heroin,1
2018,March,C30 Drug use and possession,C31 Drug use,"USE 1,4-BUTANEDIOL (1,4-BD)",GHB,1
2018,March,C30 Drug use and possession,C31 Drug use,USE AMPHETAMINE,Amphetamine,139
2018,March,C30 Drug use and possession,C31 Drug use,USE CANNABIS,Cannabis,375
2018,March,C30 Drug use and possession,C31 Drug use,USE COCAINE,Cocaine,10
2018,March,C30 Drug use and possession,C31 Drug use,USE DIAZEPAM,Prescription,1
2018,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -HALLUCINOGEN,Other,7
2018,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -PRESCRIPTION DRUG,Prescription,20
2018,March,C30 Drug use and possession,C31 Drug use,USE ECSTASY,Ecstasy,30
2018,March,C30 Drug use and possession,C31 Drug use,USE GHB,GHB,23
2018,March,C30 Drug use and possession,C31 Drug use,USE HEROIN,Heroin,71
2018,March,C30 Drug use and possession,C31 Drug use,USE KETAMINE,Other,3
2018,March,C30 Drug use and possession,C31 Drug use,USE LSD,Other,5
2018,March,C30 Drug use and possession,C31 Drug use,USE METHYLAMPHETAMINE,Methylamphetamine,284
2018,March,C30 Drug use and possession,C31 Drug use,USE OTHER DRUG OF DEPENDENCE,Not Recorded,36
2018,March,C30 Drug use and possession,C31 Drug use,USE SYNTHETIC CANNABINOID,Cannabis,2
2018,March,C30 Drug use and possession,C31 Drug use,USE TETRAHYDROCANNABINOL,Cannabis,1
2018,March,C30 Drug use and possession,C32 Drug possession,ATT POSSESS DOD - 4-METHYLMETHCATHINONE,Other,1
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS AMPHETAMINE,Amphetamine,4
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS CANNABIS,Cannabis,18
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS COCAINE,Cocaine,1
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -HALLUCINOGEN,Other,2
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -PRESCR. DRUG,Not Recorded,14
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEPEND (NOT NAMED),Not Recorded,8
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS ECSTASY,Ecstasy,4
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS HEROIN,Heroin,4
2018,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS METHYLAMPHETAMINE,Methylamphetamine,6
2018,March,C30 Drug use and possession,C32 Drug possession,"ATTEMPT POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,3
2018,March,C30 Drug use and possession,C32 Drug possession,ATTEMPT TO POSSESS A DRUG OF DEPENDENCE,Not Recorded,2
2018,March,C30 Drug use and possession,C32 Drug possession,"POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,75
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS 4-HYDROXYBUTANOIC ACID (GHB),GHB,110
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS A CONTROLLED DRUG,Not Recorded,5
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS A DRUG OF DEPENDENCE,Not Recorded,419
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 4 POISON,Prescription,376
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 8 POISON,Not Recorded,25
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS ACETIC ANHYDRIDE,Other,1
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS ALPRAZOLAM,Prescription,41
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS AMPHETAMINE,Amphetamine,690
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS ANABOLIC STEROIDS,Other,105
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS BUPRENORPHINE,Prescription,17
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS,Cannabis,7633
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS (NOT TRAFFICKING),Cannabis,22
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS COCAINE,Cocaine,465
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS COMMERCIAL QUANTITY - CANNABIS,Cannabis,2
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - CANNABIS,Cannabis,26
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - MDMA,Ecstasy,14
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS CRACK,Cocaine,1
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIAZEPAM,Prescription,109
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIMETHYLAMPHETAMINE,Methylamphetamine,8
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -HALLUCINOGEN,Other,96
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -PRESCRIPT DRUG,Prescription,2514
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE - KETAMINE,Other,93
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,691
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS ECSTASY,Ecstasy,934
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS GHB,GHB,690
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS HEROIN,Heroin,945
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS LSD,Other,110
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS MDMA (ECSTASY),Ecstasy,120
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS METHYLAMPHETAMINE,Methylamphetamine,5509
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS MORPHINE,Prescription,13
2018,March,C30 Drug use and possession,C32 Drug possession,"POSSESS N, N-DIMETHYLTRYPTAMINE",Other,6
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS OXYCODONE,Prescription,21
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS PSEUDOEPHEDRINE,Other,2
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS PSILOCYBIN,Other,10
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS SYNTHETIC CANNABINOID,Cannabis,51
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS TESTOSTERONE,Prescription,4
2018,March,C30 Drug use and possession,C32 Drug possession,POSSESS TETRAHYDROCANNABINOL,Cannabis,14
2018,March,C90 Other drug offences,C99 Other drug offences,ADMIN S8 POISON ON OTHER INTENDED PERSON,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,ATT TO CAUSE PHARM. DISPENSE PRESCRIPT,Not Coded,4
2018,March,C90 Other drug offences,C99 Other drug offences,ATT TO CAUSE PHARM. SUPPLY DRUG OF DEP,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,CONSPIRE-COMMIT DRUG OFFENCE OUTSIDE VIC,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,DISPLAY A BONG KIT IN A RETAIL OUTLET,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,DISPLAY AN ICE PIPE IN A RETAIL OUTLET,Not Coded,5
2018,March,C90 Other drug offences,C99 Other drug offences,DISPLAY BONG COMPONENT IN RETAIL OUTLET,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,PHARM SUPPLY S4 POISON W/O AUTHORISATION,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,POSS DOC-CONTAIN INSTRCTN FOR TRAF D.O.D,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,POSSESS SUBS/MAT/DOC/EQUP TRAFFICK D.O.D,Not Coded,35
2018,March,C90 Other drug offences,C99 Other drug offences,PUB INSTR TRAFF D.O.D-RECK USE BY ANOR,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,RETAIL OUTLET DISPLAY>3 HOOKAHS FOR SALE,Not Coded,1
2018,March,C90 Other drug offences,C99 Other drug offences,RETAIL OUTLET DISPLY CANNABIS WATER PIPE,Not Coded,3
2018,March,C90 Other drug offences,C99 Other drug offences,SELL A CANNABIS WATER PIPE,Not Coded,2
2018,March,C90 Other drug offences,C99 Other drug offences,SELL AN ICE PIPE,Not Coded,2
2018,March,C90 Other drug offences,C99 Other drug offences,SELL CANNABIS WATER PIPE - COMM ACTIVITY,Not Coded,2
2018,March,C90 Other drug offences,C99 Other drug offences,SUPPLY AN ICE PIPE,Not Coded,3
2017,March,C10 Drug dealing and trafficking,C11 Drug dealing,INTRODUCE DRUG INTO REMAND CENTRE,Not Recorded,2
2017,March,C10 Drug dealing and trafficking,C11 Drug dealing,SEND NARCOTIC SUBSTANCE IN POST-C'WEALTH,Not Recorded,1
2017,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY A CONTROLLED DRUG TO A CHILD,Not Recorded,1
2017,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY DOD TO CHILD - USE BY THAT CHILD,Not Recorded,40
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT POSS COMM QTY BORDER CONTROLLED DRUG,Not Recorded,18
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFF DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,5
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK AMPHETAMINE,Amphetamine,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK CANNABIS,Cannabis,6
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COCAINE,Cocaine,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COMM QTY - CANNABIS,Cannabis,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG DEPENDENCE COMM QTY,Not Recorded,3
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG OF DEPENDENCE,Not Recorded,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK ECSTASY,Ecstasy,3
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK HEROIN,Heroin,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LARGE COMM QTY - ECSTASY,Ecstasy,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LARGE COMM QTY - KETAMINE,Other,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LGE COMM QTY-METHYAMPHETA,Methylamphetamine,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LSD,Other,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,23
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK PRESCRIBED DRUGS,Prescription,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK TETRAHYDRACANNIBANOL,Cannabis,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT IMPORT BORDER CONTROLLED DRUG,Not Recorded,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"ATTEMPT TRAFFICK 1,4-BUTANEDIOL (1,4-BD)",GHB,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TO TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,6
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAF LGE COMM QTY- METHYLAMPHET,Methylamphetamine,9
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"CONSPIRE TRAFFICK 1,4-BUTANEDIOL(1,4-BD)",GHB,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK AMPHETAMINE,Amphetamine,10
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK CANNABIS,Cannabis,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK COMM QTY- METHYLAMPHET,Methylamphetamine,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK OTHER DRUG,Not Recorded,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP BORDER CONTRD DRUG-W/O INTENT/BELIEF,Not Recorded,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP COM QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,7
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP MRK QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONT DRUG-COCAINE,Cocaine,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONTROLLED DRUG,Not Recorded,7
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARKET QTY BORDER CONTROLLED DRUG,Not Recorded,17
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MRK QTY BORDER CONT DRUG-COCAINE,Cocaine,8
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,KNOWINGLY/RECKLESSLY IMPORT TIER 1 GOODS,Not Recorded,3
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,POSS COMM QTY IMPORTED BORDER CONT DRUG,Not Recorded,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFF COMM QTY MIXTURE CONTAIN (1,4-BD)",GHB,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFFICK 1,4-BUTANEDIOL (1,4-BD)",GHB,95
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK AMPHETAMINE,Amphetamine,100
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ANABOLIC STEROIDS,Other,10
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CANNABIS,Cannabis,746
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COCAINE,Cocaine,155
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - AMPHETAMINE,Amphetamine,3
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - CANNABIS,Cannabis,45
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - COCAINE,Cocaine,8
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - ECSTASY,Ecstasy,15
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - GHB,GHB,7
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - HEROIN,Heroin,6
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - KETAMINE,Other,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PRESCRIBED DRUGS,Prescription,8
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - TETRAHYDRACANNIBANOL,Cannabis,3
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY OF CONTROLLED DRUG,Not Recorded,5
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,51
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-OTHER HALLUCINOGENIC,Other,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-SYNTHETIC CANNABINOID,Cannabis,1
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG - CANNABIS,Cannabis,2
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG - MDMA,Ecstasy,28
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG-METHAMPHETAMINE,Methylamphetamine,4
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIAZEPAM,Prescription,3
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIMETHYLAMPHETAMINE,Methylamphetamine,6
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPEND LARGE COMM QTY,Not Recorded,13
2017,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE,Not Recorded,134
